E,H,I,R,S,Time
1065,0,518,1234,7183,20.2595
1065,0,517,1235,7183,20.2596
1066,0,517,1235,7182,20.2614
1065,0,518,1235,7182,20.2618
1065,0,517,1236,7182,20.265
1066,0,517,1236,7181,20.2673
1067,0,517,1236,7180,20.2675
1067,0,516,1237,7180,20.2693
1067,0,515,1238,7180,20.2695
1067,0,514,1239,7180,20.272
1066,0,515,1239,7180,20.2741
1066,0,514,1240,7180,20.2767
1066,0,513,1241,7180,20.2807
1067,0,513,1241,7179,20.2812
1068,0,513,1241,7178,20.2822
1069,0,513,1241,7177,20.2841
1070,0,513,1241,7176,20.2865
1071,0,513,1241,7175,20.2887
1071,0,512,1242,7175,20.2889
1072,0,512,1242,7174,20.2895
1073,0,512,1242,7173,20.2907
1074,0,512,1242,7172,20.2915
1075,0,512,1242,7171,20.2944
1075,0,511,1243,7171,20.2953
1074,0,512,1243,7171,20.2976
1073,0,513,1243,7171,20.2984
1074,0,513,1243,7170,20.2988
1075,0,513,1243,7169,20.3028
1075,0,512,1244,7169,20.3034
1076,0,512,1244,7168,20.3038
1077,0,512,1244,7167,20.3086
1076,0,513,1244,7167,20.3128
1075,0,514,1244,7167,20.3184
1075,0,513,1245,7167,20.3201
1075,0,512,1246,7167,20.3206
1074,0,513,1246,7167,20.3215
1075,0,513,1246,7166,20.3218
1075,0,512,1247,7166,20.3251
1074,0,513,1247,7166,20.3281
1074,0,512,1248,7166,20.3286
1075,0,512,1248,7165,20.3313
1074,0,513,1248,7165,20.3382
1073,0,514,1248,7165,20.3392
1072,0,515,1248,7165,20.34
1071,0,516,1248,7165,20.3402
1070,0,517,1248,7165,20.3417
1071,0,517,1248,7164,20.3428
1072,0,517,1248,7163,20.3435
1073,0,517,1248,7162,20.3441
1074,0,517,1248,7161,20.3441
1074,0,516,1249,7161,20.3469
1073,0,517,1249,7161,20.3479
1072,0,518,1249,7161,20.3484
1073,0,518,1249,7160,20.3485
1072,0,519,1249,7160,20.3527
1071,0,520,1249,7160,20.3585
1072,0,520,1249,7159,20.3611
1073,0,520,1249,7158,20.3629
1074,0,520,1249,7157,20.3664
1075,0,520,1249,7156,20.3672
1075,0,519,1250,7156,20.3727
1074,0,520,1250,7156,20.3737
1075,0,520,1250,7155,20.3742
1074,0,521,1250,7155,20.3765
1074,0,520,1251,7155,20.3774
1073,0,521,1251,7155,20.3804
1072,0,522,1251,7155,20.3827
1073,0,522,1251,7154,20.3891
1072,0,523,1251,7154,20.3943
1072,0,522,1252,7154,20.397
1073,0,522,1252,7153,20.3986
1073,0,521,1253,7153,20.3993
1072,0,522,1253,7153,20.3993
1073,0,522,1253,7152,20.4003
1074,0,522,1253,7151,20.4015
1075,0,522,1253,7150,20.4029
1074,0,523,1253,7150,20.4047
1075,0,523,1253,7149,20.405
1075,0,522,1254,7149,20.4089
1076,0,522,1254,7148,20.4136
1075,0,523,1254,7148,20.4192
1076,0,523,1254,7147,20.4211
1077,0,523,1254,7146,20.4221
1077,0,522,1255,7146,20.4279
1077,0,521,1256,7146,20.4285
1078,0,521,1256,7145,20.429
1079,0,521,1256,7144,20.4352
1080,0,521,1256,7143,20.4375
1080,0,520,1257,7143,20.4377
1081,0,520,1257,7142,20.438
1080,0,521,1257,7142,20.4416
1079,0,522,1257,7142,20.443
1078,0,523,1257,7142,20.4441
1078,0,522,1258,7142,20.4446
1077,0,523,1258,7142,20.4448
1077,0,522,1259,7142,20.4466
1078,0,522,1259,7141,20.4467
1077,0,523,1259,7141,20.4496
1076,0,524,1259,7141,20.4502
1077,0,524,1259,7140,20.4504
1078,0,524,1259,7139,20.4525
1079,0,524,1259,7138,20.4527
1079,0,523,1260,7138,20.4528
1080,0,523,1260,7137,20.4545
1080,0,522,1261,7137,20.4591
1081,0,522,1261,7136,20.4602
1081,0,521,1262,7136,20.4615
1080,0,522,1262,7136,20.4634
1081,0,522,1262,7135,20.4635
1082,0,522,1262,7134,20.466
1081,0,523,1262,7134,20.4663
1080,0,524,1262,7134,20.4677
1081,0,524,1262,7133,20.4692
1080,0,525,1262,7133,20.4705
1081,0,525,1262,7132,20.4711
1082,0,525,1262,7131,20.4722
1081,0,526,1262,7131,20.4737
1082,0,526,1262,7130,20.4752
1083,0,526,1262,7129,20.4755
1084,0,526,1262,7128,20.4797
1084,0,525,1263,7128,20.485
1083,0,526,1263,7128,20.4856
1082,0,527,1263,7128,20.4871
1083,0,527,1263,7127,20.4872
1084,0,527,1263,7126,20.4882
1083,0,528,1263,7126,20.4882
1083,0,527,1264,7126,20.4888
1082,0,528,1264,7126,20.4906
1081,0,529,1264,7126,20.491
1080,0,530,1264,7126,20.4915
1081,0,530,1264,7125,20.4917
1082,0,530,1264,7124,20.4923
1081,0,531,1264,7124,20.4949
1082,0,531,1264,7123,20.497
1083,0,531,1264,7122,20.4987
1084,0,531,1264,7121,20.5005
1085,0,531,1264,7120,20.5011
1086,0,531,1264,7119,20.5019
1085,0,532,1264,7119,20.5079
1085,0,531,1265,7119,20.508
1084,0,532,1265,7119,20.51
1085,0,532,1265,7118,20.5101
1086,0,532,1265,7117,20.5105
1086,0,531,1266,7117,20.5109
1085,0,532,1266,7117,20.5139
1086,0,532,1266,7116,20.5143
1087,0,532,1266,7115,20.5147
1087,0,531,1267,7115,20.5157
1086,0,532,1267,7115,20.516
1087,0,532,1267,7114,20.5175
1086,0,533,1267,7114,20.5191
1087,0,533,1267,7113,20.52
1088,0,533,1267,7112,20.5213
1087,0,534,1267,7112,20.5222
1086,0,535,1267,7112,20.5267
1086,0,534,1268,7112,20.527
1086,0,533,1269,7112,20.5276
1086,0,532,1270,7112,20.5302
1086,0,531,1271,7112,20.5315
1086,0,530,1272,7112,20.5326
1086,0,529,1273,7112,20.533
1085,0,530,1273,7112,20.5333
1085,0,529,1274,7112,20.534
1084,0,530,1274,7112,20.5346
1085,0,530,1274,7111,20.5348
1084,0,531,1274,7111,20.5348
1084,0,530,1275,7111,20.5351
1083,0,531,1275,7111,20.5398
1082,0,532,1275,7111,20.5426
1081,0,533,1275,7111,20.5427
1082,0,533,1275,7110,20.543
1083,0,533,1275,7109,20.5441
1084,0,533,1275,7108,20.5446
1085,0,533,1275,7107,20.5461
1084,0,534,1275,7107,20.5473
1083,0,535,1275,7107,20.5474
1084,0,535,1275,7106,20.5478
1085,0,535,1275,7105,20.5502
1085,0,534,1276,7105,20.5502
1086,0,534,1276,7104,20.5502
1087,0,534,1276,7103,20.5522
1087,0,533,1277,7103,20.5555
1087,0,532,1278,7103,20.5562
1086,0,533,1278,7103,20.5569
1086,0,532,1279,7103,20.5597
1086,0,531,1280,7103,20.5633
1087,0,531,1280,7102,20.5635
1086,0,532,1280,7102,20.564
1085,0,533,1280,7102,20.5645
1085,0,532,1281,7102,20.5654
1085,0,531,1282,7102,20.5705
1084,0,532,1282,7102,20.5735
1085,0,532,1282,7101,20.5735
1086,0,532,1282,7100,20.5741
1086,0,531,1283,7100,20.5743
1086,0,530,1284,7100,20.5789
1087,0,530,1284,7099,20.579
1086,0,531,1284,7099,20.5794
1087,0,531,1284,7098,20.581
1088,0,531,1284,7097,20.5826
1089,0,531,1284,7096,20.5833
1089,0,530,1285,7096,20.5842
1090,0,530,1285,7095,20.5857
1091,0,530,1285,7094,20.5907
1092,0,530,1285,7093,20.5952
1091,0,531,1285,7093,20.5955
1092,0,531,1285,7092,20.5977
1091,0,532,1285,7092,20.5982
1090,0,533,1285,7092,20.6009
1091,0,533,1285,7091,20.601
1091,0,532,1286,7091,20.6013
1091,0,531,1287,7091,20.6033
1091,0,530,1288,7091,20.6067
1092,0,530,1288,7090,20.6108
1091,0,531,1288,7090,20.6132
1092,0,531,1288,7089,20.6136
1093,0,531,1288,7088,20.6174
1094,0,531,1288,7087,20.6177
1095,0,531,1288,7086,20.6308
1096,0,531,1288,7085,20.6312
1095,0,532,1288,7085,20.6344
1095,0,531,1289,7085,20.642
1096,0,531,1289,7084,20.6422
1096,0,530,1290,7084,20.643
1096,0,529,1291,7084,20.6497
1096,0,528,1292,7084,20.6497
1095,0,529,1292,7084,20.6513
1096,0,529,1292,7083,20.6575
1097,0,529,1292,7082,20.6585
1098,0,529,1292,7081,20.6598
1099,0,529,1292,7080,20.6604
1098,0,530,1292,7080,20.6635
1098,0,529,1293,7080,20.6646
1097,0,530,1293,7080,20.6647
1098,0,530,1293,7079,20.6675
1097,0,531,1293,7079,20.6677
1098,0,531,1293,7078,20.6709
1099,0,531,1293,7077,20.6719
1099,0,530,1294,7077,20.6767
1098,0,531,1294,7077,20.6786
1099,0,531,1294,7076,20.6809
1100,0,531,1294,7075,20.6815
1099,0,532,1294,7075,20.6826
1098,0,533,1294,7075,20.6836
1098,0,532,1295,7075,20.6855
1099,0,532,1295,7074,20.6884
1100,0,532,1295,7073,20.6892
1099,0,533,1295,7073,20.6894
1100,0,533,1295,7072,20.6903
1101,0,533,1295,7071,20.6928
1101,0,532,1296,7071,20.6928
1102,0,532,1296,7070,20.6939
1103,0,532,1296,7069,20.6947
1103,0,531,1297,7069,20.6955
1102,0,532,1297,7069,20.6956
1101,0,533,1297,7069,20.6958
1100,0,534,1297,7069,20.6961
1100,0,533,1298,7069,20.6962
1101,0,533,1298,7068,20.6978
1100,0,534,1298,7068,20.698
1099,0,535,1298,7068,20.6992
1100,0,535,1298,7067,20.7022
1099,0,536,1298,7067,20.7042
1100,0,536,1298,7066,20.705
1101,0,536,1298,7065,20.7089
1102,0,536,1298,7064,20.7106
1101,0,537,1298,7064,20.7108
1102,0,537,1298,7063,20.7119
1103,0,537,1298,7062,20.7119
1102,0,538,1298,7062,20.713
1101,0,539,1298,7062,20.7139
1102,0,539,1298,7061,20.717
1102,0,538,1299,7061,20.7171
1103,0,538,1299,7060,20.7177
1102,0,539,1299,7060,20.7178
1103,0,539,1299,7059,20.7183
1102,0,540,1299,7059,20.7201
1103,0,540,1299,7058,20.7202
1104,0,540,1299,7057,20.7203
1104,0,539,1300,7057,20.7232
1103,0,540,1300,7057,20.7248
1104,0,540,1300,7056,20.725
1105,0,540,1300,7055,20.7255
1106,0,540,1300,7054,20.7268
1107,0,540,1300,7053,20.7277
1108,0,540,1300,7052,20.7277
1107,0,541,1300,7052,20.729
1108,0,541,1300,7051,20.7305
1107,0,542,1300,7051,20.7307
1106,0,543,1300,7051,20.7316
1106,0,542,1301,7051,20.7334
1105,0,543,1301,7051,20.7346
1105,0,542,1302,7051,20.7348
1106,0,542,1302,7050,20.7361
1107,0,542,1302,7049,20.737
1107,0,541,1303,7049,20.7392
1108,0,541,1303,7048,20.7475
1108,0,540,1304,7048,20.7495
1107,0,541,1304,7048,20.7502
1108,0,541,1304,7047,20.7518
1108,0,540,1305,7047,20.7529
1107,0,541,1305,7047,20.7536
1108,0,541,1305,7046,20.7556
1108,0,540,1306,7046,20.7578
1109,0,540,1306,7045,20.7592
1110,0,540,1306,7044,20.7601
1111,0,540,1306,7043,20.7603
1112,0,540,1306,7042,20.762
1113,0,540,1306,7041,20.7631
1113,0,539,1307,7041,20.7638
1114,0,539,1307,7040,20.7644
1114,0,538,1308,7040,20.7649
1115,0,538,1308,7039,20.7663
1116,0,538,1308,7038,20.7687
1115,0,539,1308,7038,20.7689
1116,0,539,1308,7037,20.7725
1115,0,540,1308,7037,20.7735
1116,0,540,1308,7036,20.7737
1117,0,540,1308,7035,20.7749
1118,0,540,1308,7034,20.7766
1118,0,539,1309,7034,20.7785
1117,0,540,1309,7034,20.7789
1117,0,539,1310,7034,20.7791
1118,0,539,1310,7033,20.7817
1117,0,540,1310,7033,20.7826
1118,0,540,1310,7032,20.7842
1119,0,540,1310,7031,20.7848
1120,0,540,1310,7030,20.7852
1119,0,541,1310,7030,20.7871
1120,0,541,1310,7029,20.7881
1120,0,540,1311,7029,20.789
1121,0,540,1311,7028,20.79
1122,0,540,1311,7027,20.793
1122,0,539,1312,7027,20.7955
1121,0,540,1312,7027,20.7995
1120,0,541,1312,7027,20.8045
1120,0,540,1313,7027,20.805
1120,0,539,1314,7027,20.8107
1119,0,540,1314,7027,20.8126
1120,0,540,1314,7026,20.8136
1119,0,541,1314,7026,20.814
1120,0,541,1314,7025,20.8168
1121,0,541,1314,7024,20.8179
1122,0,541,1314,7023,20.8185
1121,0,542,1314,7023,20.8203
1122,0,542,1314,7022,20.8232
1123,0,542,1314,7021,20.8233
1123,0,541,1315,7021,20.8239
1122,0,542,1315,7021,20.8258
1121,0,543,1315,7021,20.8258
1122,0,543,1315,7020,20.8273
1122,0,542,1316,7020,20.8273
1123,0,542,1316,7019,20.8275
1122,0,543,1316,7019,20.8289
1121,0,544,1316,7019,20.8307
1122,0,544,1316,7018,20.8313
1123,0,544,1316,7017,20.8334
1124,0,544,1316,7016,20.8347
1123,0,545,1316,7016,20.8355
1124,0,545,1316,7015,20.8372
1123,0,546,1316,7015,20.8384
1124,0,546,1316,7014,20.8418
1123,0,547,1316,7014,20.8443
1124,0,547,1316,7013,20.8445
1125,0,547,1316,7012,20.8469
1124,0,548,1316,7012,20.8473
1125,0,548,1316,7011,20.8484
1124,0,549,1316,7011,20.8486
1125,0,549,1316,7010,20.8564
1125,0,548,1317,7010,20.8571
1125,0,547,1318,7010,20.8588
1125,0,546,1319,7010,20.8618
1124,0,547,1319,7010,20.8658
1124,0,546,1320,7010,20.8659
1125,0,546,1320,7009,20.8667
1126,0,546,1320,7008,20.8669
1125,0,547,1320,7008,20.8694
1125,0,546,1321,7008,20.8705
1124,0,547,1321,7008,20.8706
1123,0,548,1321,7008,20.8707
1124,0,548,1321,7007,20.8709
1123,0,549,1321,7007,20.8715
1124,0,549,1321,7006,20.8727
1125,0,549,1321,7005,20.8742
1124,0,550,1321,7005,20.8761
1125,0,550,1321,7004,20.8762
1126,0,550,1321,7003,20.8764
1125,0,551,1321,7003,20.8784
1126,0,551,1321,7002,20.8803
1125,0,552,1321,7002,20.8806
1124,0,553,1321,7002,20.8825
1123,0,554,1321,7002,20.8832
1122,0,555,1321,7002,20.8834
1123,0,555,1321,7001,20.8836
1124,0,555,1321,7000,20.886
1124,0,554,1322,7000,20.8865
1123,0,555,1322,7000,20.8873
1123,0,554,1323,7000,20.8883
1124,0,554,1323,6999,20.8912
1124,0,553,1324,6999,20.8935
1125,0,553,1324,6998,20.8964
1126,0,553,1324,6997,20.8988
1127,0,553,1324,6996,20.8995
1127,0,552,1325,6996,20.8996
1128,0,552,1325,6995,20.9012
1129,0,552,1325,6994,20.9026
1130,0,552,1325,6993,20.9036
1129,0,553,1325,6993,20.9054
1130,0,553,1325,6992,20.9083
1129,0,554,1325,6992,20.9138
1128,0,555,1325,6992,20.9141
1129,0,555,1325,6991,20.9163
1130,0,555,1325,6990,20.9173
1131,0,555,1325,6989,20.9207
1131,0,554,1326,6989,20.9214
1130,0,555,1326,6989,20.9218
1131,0,555,1326,6988,20.9233
1131,0,554,1327,6988,20.9234
1130,0,555,1327,6988,20.925
1131,0,555,1327,6987,20.9258
1132,0,555,1327,6986,20.9263
1133,0,555,1327,6985,20.9275
1134,0,555,1327,6984,20.9279
1135,0,555,1327,6983,20.9292
1134,0,556,1327,6983,20.9299
1133,0,557,1327,6983,20.9301
1133,0,556,1328,6983,20.9317
1132,0,557,1328,6983,20.9317
1131,0,558,1328,6983,20.9462
1131,0,557,1329,6983,20.9471
1131,0,556,1330,6983,20.9502
1132,0,556,1330,6982,20.9559
1132,0,555,1331,6982,20.9568
1133,0,555,1331,6981,20.9579
1132,0,556,1331,6981,20.9585
1133,0,556,1331,6980,20.9616
1134,0,556,1331,6979,20.9618
1134,0,555,1332,6979,20.9639
1133,0,556,1332,6979,20.9645
1132,0,557,1332,6979,20.9656
1132,0,556,1333,6979,20.9674
1133,0,556,1333,6978,20.9677
1134,0,556,1333,6977,20.9683
1133,0,557,1333,6977,20.9696
1133,0,556,1334,6977,20.9699
1132,0,557,1334,6977,20.9738
1131,0,558,1334,6977,20.9739
1131,0,557,1335,6977,20.9741
1132,0,557,1335,6976,20.9744
1131,0,558,1335,6976,20.976
1130,0,559,1335,6976,20.9769
1129,0,560,1335,6976,20.9782
1129,0,559,1336,6976,20.9823
1128,0,560,1336,6976,20.9841
1129,0,560,1336,6975,20.9876
1129,0,559,1337,6975,20.9881
1128,0,560,1337,6975,20.993
1128,0,559,1338,6975,20.993
1127,0,560,1338,6975,20.9936
1127,0,559,1339,6975,20.9997
1126,0,560,1339,6975,20.9999
1126,0,559,1340,6975,21.004
1125,0,560,1340,6975,21.0107
1126,0,560,1340,6974,21.0171
1125,0,561,1340,6974,21.0172
1126,0,561,1340,6973,21.0215
1125,0,562,1340,6973,21.0282
1126,0,562,1340,6972,21.0298
1127,0,562,1340,6971,21.0301
1128,0,562,1340,6970,21.0315
1128,0,561,1341,6970,21.0318
1129,0,561,1341,6969,21.033
1128,0,562,1341,6969,21.0333
1127,0,563,1341,6969,21.0338
1127,0,562,1342,6969,21.0364
1128,0,562,1342,6968,21.0368
1127,0,563,1342,6968,21.0373
1128,0,563,1342,6967,21.0385
1129,0,563,1342,6966,21.0387
1130,0,563,1342,6965,21.0389
1129,0,564,1342,6965,21.0397
1129,0,563,1343,6965,21.0399
1130,0,563,1343,6964,21.0435
1130,0,562,1344,6964,21.0462
1130,0,561,1345,6964,21.0478
1129,0,562,1345,6964,21.0491
1129,0,561,1346,6964,21.0492
1130,0,561,1346,6963,21.0507
1131,0,561,1346,6962,21.0513
1132,0,561,1346,6961,21.0515
1133,0,561,1346,6960,21.0531
1134,0,561,1346,6959,21.0539
1134,0,560,1347,6959,21.058
1135,0,560,1347,6958,21.0587
1136,0,560,1347,6957,21.0628
1135,0,561,1347,6957,21.0644
1135,0,560,1348,6957,21.0655
1135,0,559,1349,6957,21.0662
1135,0,558,1350,6957,21.0675
1134,0,559,1350,6957,21.0721
1135,0,559,1350,6956,21.0721
1136,0,559,1350,6955,21.0744
1135,0,560,1350,6955,21.0796
1135,0,559,1351,6955,21.0797
1136,0,559,1351,6954,21.0821
1135,0,560,1351,6954,21.0848
1134,0,561,1351,6954,21.0874
1134,0,560,1352,6954,21.0895
1135,0,560,1352,6953,21.0897
1135,0,559,1353,6953,21.0898
1136,0,559,1353,6952,21.0907
1136,0,558,1354,6952,21.0917
1135,0,559,1354,6952,21.0927
1136,0,559,1354,6951,21.0929
1137,0,559,1354,6950,21.0959
1138,0,559,1354,6949,21.0981
1138,0,558,1355,6949,21.0983
1139,0,558,1355,6948,21.0984
1139,0,557,1356,6948,21.0986
1138,0,558,1356,6948,21.1005
1137,0,559,1356,6948,21.1008
1136,0,560,1356,6948,21.1012
1137,0,560,1356,6947,21.1025
1136,0,561,1356,6947,21.1045
1135,0,562,1356,6947,21.1051
1135,0,561,1357,6947,21.1051
1135,0,560,1358,6947,21.1062
1136,0,560,1358,6946,21.1078
1137,0,560,1358,6945,21.1097
1138,0,560,1358,6944,21.1102
1137,0,561,1358,6944,21.1117
1136,0,562,1358,6944,21.1135
1135,0,563,1358,6944,21.1154
1135,0,562,1359,6944,21.1162
1136,0,562,1359,6943,21.1189
1137,0,562,1359,6942,21.1204
1137,0,561,1360,6942,21.1207
1136,0,562,1360,6942,21.1219
1135,0,563,1360,6942,21.1221
1134,0,564,1360,6942,21.1241
1135,0,564,1360,6941,21.125
1134,0,565,1360,6941,21.1266
1135,0,565,1360,6940,21.127
1134,0,566,1360,6940,21.1272
1135,0,566,1360,6939,21.1276
1134,0,567,1360,6939,21.1291
1135,0,567,1360,6938,21.1307
1135,0,566,1361,6938,21.1311
1136,0,566,1361,6937,21.1333
1137,0,566,1361,6936,21.1346
1138,0,566,1361,6935,21.1356
1139,0,566,1361,6934,21.1366
1138,0,567,1361,6934,21.1396
1139,0,567,1361,6933,21.1406
1140,0,567,1361,6932,21.1412
1140,0,566,1362,6932,21.1427
1141,0,566,1362,6931,21.1428
1142,0,566,1362,6930,21.1435
1141,0,567,1362,6930,21.1451
1142,0,567,1362,6929,21.1461
1143,0,567,1362,6928,21.1523
1143,0,566,1363,6928,21.155
1144,0,566,1363,6927,21.1563
1145,0,566,1363,6926,21.1566
1144,0,567,1363,6926,21.1608
1145,0,567,1363,6925,21.1641
1146,0,567,1363,6924,21.1651
1147,0,567,1363,6923,21.1669
1146,0,568,1363,6923,21.1678
1147,0,568,1363,6922,21.168
1148,0,568,1363,6921,21.17
1147,0,569,1363,6921,21.1725
1148,0,569,1363,6920,21.1725
1149,0,569,1363,6919,21.1727
1150,0,569,1363,6918,21.177
1150,0,568,1364,6918,21.177
1149,0,569,1364,6918,21.1797
1150,0,569,1364,6917,21.1811
1151,0,569,1364,6916,21.1858
1151,0,568,1365,6916,21.1862
1150,0,569,1365,6916,21.1883
1149,0,570,1365,6916,21.1888
1148,0,571,1365,6916,21.1911
1149,0,571,1365,6915,21.1939
1149,0,570,1366,6915,21.1947
1148,0,571,1366,6915,21.1979
1149,0,571,1366,6914,21.1993
1149,0,570,1367,6914,21.203
1150,0,570,1367,6913,21.2031
1151,0,570,1367,6912,21.2035
1152,0,570,1367,6911,21.2038
1153,0,570,1367,6910,21.2047
1152,0,571,1367,6910,21.2071
1151,0,572,1367,6910,21.2086
1152,0,572,1367,6909,21.2145
1153,0,572,1367,6908,21.2163
1154,0,572,1367,6907,21.2166
1154,0,571,1368,6907,21.2192
1154,0,570,1369,6907,21.2208
1155,0,570,1369,6906,21.2211
1156,0,570,1369,6905,21.2224
1155,0,571,1369,6905,21.2238
1155,0,570,1370,6905,21.2264
1154,0,571,1370,6905,21.2303
1153,0,572,1370,6905,21.2324
1152,0,573,1370,6905,21.234
1153,0,573,1370,6904,21.2354
1152,0,574,1370,6904,21.2363
1152,0,573,1371,6904,21.2374
1153,0,573,1371,6903,21.2381
1153,0,572,1372,6903,21.2391
1154,0,572,1372,6902,21.24
1154,0,571,1373,6902,21.24
1154,0,570,1374,6902,21.2401
1154,0,569,1375,6902,21.2406
1154,0,568,1376,6902,21.2484
1153,0,569,1376,6902,21.2508
1154,0,569,1376,6901,21.2535
1153,0,570,1376,6901,21.2543
1154,0,570,1376,6900,21.2571
1153,0,571,1376,6900,21.2573
1154,0,571,1376,6899,21.2595
1153,0,572,1376,6899,21.2603
1153,0,571,1377,6899,21.2604
1152,0,572,1377,6899,21.2627
1153,0,572,1377,6898,21.2633
1153,0,571,1378,6898,21.2656
1153,0,570,1379,6898,21.2669
1153,0,569,1380,6898,21.2698
1152,0,570,1380,6898,21.2703
1153,0,570,1380,6897,21.2713
1152,0,571,1380,6897,21.2713
1153,0,571,1380,6896,21.2717
1154,0,571,1380,6895,21.2729
1153,0,572,1380,6895,21.2751
1154,0,572,1380,6894,21.2763
1153,0,573,1380,6894,21.2784
1153,0,572,1381,6894,21.2789
1152,0,573,1381,6894,21.2834
1153,0,573,1381,6893,21.2849
1152,0,574,1381,6893,21.2855
1151,0,575,1381,6893,21.2864
1150,0,576,1381,6893,21.287
1151,0,576,1381,6892,21.2897
1152,0,576,1381,6891,21.2908
1153,0,576,1381,6890,21.2912
1154,0,576,1381,6889,21.2946
1154,0,575,1382,6889,21.296
1154,0,574,1383,6889,21.2998
1155,0,574,1383,6888,21.3001
1154,0,575,1383,6888,21.3057
1153,0,576,1383,6888,21.3064
1153,0,575,1384,6888,21.3089
1154,0,575,1384,6887,21.311
1153,0,576,1384,6887,21.3114
1153,0,575,1385,6887,21.3136
1152,0,576,1385,6887,21.3137
1151,0,577,1385,6887,21.3138
1151,0,576,1386,6887,21.314
1150,0,577,1386,6887,21.3141
1151,0,577,1386,6886,21.3143
1152,0,577,1386,6885,21.3158
1152,0,576,1387,6885,21.3165
1151,0,577,1387,6885,21.3166
1150,0,578,1387,6885,21.3177
1151,0,578,1387,6884,21.3179
1150,0,579,1387,6884,21.3192
1149,0,580,1387,6884,21.3199
1150,0,580,1387,6883,21.3215
1149,0,581,1387,6883,21.3235
1148,0,582,1387,6883,21.3237
1147,0,583,1387,6883,21.3251
1147,0,582,1388,6883,21.3304
1147,0,581,1389,6883,21.3311
1148,0,581,1389,6882,21.3335
1149,0,581,1389,6881,21.3344
1150,0,581,1389,6880,21.3361
1149,0,582,1389,6880,21.3414
1150,0,582,1389,6879,21.3429
1150,0,581,1390,6879,21.343
1149,0,582,1390,6879,21.3439
1148,0,583,1390,6879,21.3454
1147,0,584,1390,6879,21.3487
1147,0,583,1391,6879,21.35
1147,0,582,1392,6879,21.3528
1148,0,582,1392,6878,21.3533
1148,0,581,1393,6878,21.3559
1148,0,580,1394,6878,21.3566
1149,0,580,1394,6877,21.3568
1150,0,580,1394,6876,21.3583
1150,0,579,1395,6876,21.359
1151,0,579,1395,6875,21.3625
1151,0,578,1396,6875,21.3636
1152,0,578,1396,6874,21.3646
1151,0,579,1396,6874,21.3723
1152,0,579,1396,6873,21.3733
1152,0,578,1397,6873,21.3741
1152,0,577,1398,6873,21.3744
1153,0,577,1398,6872,21.3783
1154,0,577,1398,6871,21.3851
1153,0,578,1398,6871,21.3863
1154,0,578,1398,6870,21.3909
1154,0,577,1399,6870,21.3911
1154,0,576,1400,6870,21.3913
1155,0,576,1400,6869,21.3941
1154,0,577,1400,6869,21.3976
1155,0,577,1400,6868,21.4004
1154,0,578,1400,6868,21.4018
1155,0,578,1400,6867,21.4018
1155,0,577,1401,6867,21.4018
1155,0,576,1402,6867,21.404
1156,0,576,1402,6866,21.404
1157,0,576,1402,6865,21.406
1156,0,577,1402,6865,21.4066
1155,0,578,1402,6865,21.4086
1156,0,578,1402,6864,21.4094
1157,0,578,1402,6863,21.4097
1156,0,579,1402,6863,21.41
1156,0,578,1403,6863,21.4121
1157,0,578,1403,6862,21.4123
1156,0,579,1403,6862,21.4131
1156,0,578,1404,6862,21.4146
1157,0,578,1404,6861,21.4154
1156,0,579,1404,6861,21.4172
1156,0,578,1405,6861,21.4182
1157,0,578,1405,6860,21.4194
1157,0,577,1406,6860,21.4197
1157,0,576,1407,6860,21.4264
1157,0,575,1408,6860,21.4291
1157,0,574,1409,6860,21.4307
1157,0,573,1410,6860,21.4313
1156,0,574,1410,6860,21.4326
1155,0,575,1410,6860,21.4327
1154,0,576,1410,6860,21.435
1155,0,576,1410,6859,21.436
1154,0,577,1410,6859,21.4377
1155,0,577,1410,6858,21.4388
1156,0,577,1410,6857,21.4391
1157,0,577,1410,6856,21.4391
1158,0,577,1410,6855,21.441
1157,0,578,1410,6855,21.4415
1157,0,577,1411,6855,21.4423
1156,0,578,1411,6855,21.445
1155,0,579,1411,6855,21.4474
1156,0,579,1411,6854,21.4477
1156,0,578,1412,6854,21.4478
1156,0,577,1413,6854,21.4494
1156,0,576,1414,6854,21.4534
1155,0,577,1414,6854,21.454
1154,0,578,1414,6854,21.455
1155,0,578,1414,6853,21.4558
1156,0,578,1414,6852,21.4577
1156,0,577,1415,6852,21.4592
1157,0,577,1415,6851,21.4603
1156,0,578,1415,6851,21.4612
1156,0,577,1416,6851,21.4621
1155,0,578,1416,6851,21.4622
1154,0,579,1416,6851,21.4637
1153,0,580,1416,6851,21.4638
1152,0,581,1416,6851,21.4652
1152,0,580,1417,6851,21.4656
1153,0,580,1417,6850,21.4675
1152,0,581,1417,6850,21.4675
1153,0,581,1417,6849,21.4708
1152,0,582,1417,6849,21.4711
1153,0,582,1417,6848,21.474
1152,0,583,1417,6848,21.4763
1151,0,584,1417,6848,21.4765
1152,0,584,1417,6847,21.4767
1153,0,584,1417,6846,21.4773
