E,H,I,R,S,Time
1125,2,874,5510,2489,37.2512
1124,2,875,5510,2489,37.2516
1125,2,875,5510,2488,37.2534
1124,2,876,5510,2488,37.255
1123,2,877,5510,2488,37.2554
1123,2,876,5511,2488,37.2554
1123,2,875,5512,2488,37.2605
1122,2,876,5512,2488,37.2625
1123,2,876,5512,2487,37.2625
1124,2,876,5512,2486,37.2634
1124,2,875,5513,2486,37.2637
1124,2,874,5514,2486,37.2644
1124,2,873,5515,2486,37.2647
1124,2,872,5516,2486,37.2674
1123,2,873,5516,2486,37.2722
1122,2,874,5516,2486,37.2738
1122,2,873,5517,2486,37.2759
1123,2,873,5517,2485,37.2768
1123,2,872,5518,2485,37.2769
1123,2,871,5519,2485,37.277
1123,2,870,5520,2485,37.2778
1123,2,869,5521,2485,37.2788
1124,2,869,5521,2484,37.2789
1123,2,870,5521,2484,37.2801
1123,2,869,5522,2484,37.2811
1124,2,869,5522,2483,37.2851
1124,2,868,5523,2483,37.2889
1125,2,868,5523,2482,37.2897
1126,2,868,5523,2481,37.2898
1126,2,867,5524,2481,37.2904
1127,2,867,5524,2480,37.291
1127,2,866,5525,2480,37.2915
1126,2,867,5525,2480,37.2922
1127,2,867,5525,2479,37.2936
1128,2,867,5525,2478,37.2953
1128,2,866,5526,2478,37.2962
1128,2,865,5527,2478,37.2972
1129,2,865,5527,2477,37.2975
1129,2,864,5528,2477,37.2992
1128,2,865,5528,2477,37.3059
1129,2,865,5528,2476,37.306
1129,2,864,5529,2476,37.3076
1129,2,863,5530,2476,37.308
1129,2,862,5531,2476,37.3095
1130,2,862,5531,2475,37.3111
1129,2,863,5531,2475,37.3121
1129,2,862,5532,2475,37.3134
1130,2,862,5532,2474,37.3166
1130,2,861,5533,2474,37.324
1131,2,861,5533,2473,37.324
1131,2,860,5534,2473,37.3251
1132,2,860,5534,2472,37.3273
1131,2,861,5534,2472,37.3276
1132,2,861,5534,2471,37.3283
1133,2,861,5534,2470,37.3291
1133,2,860,5535,2470,37.3295
1134,2,860,5535,2469,37.3302
1134,2,859,5536,2469,37.3335
1134,2,858,5537,2469,37.3346
1134,2,857,5538,2469,37.3349
1135,2,857,5538,2468,37.3383
1134,2,858,5538,2468,37.3386
1134,2,857,5539,2468,37.3399
1134,2,856,5540,2468,37.3444
1134,2,855,5541,2468,37.3456
1135,2,855,5541,2467,37.3489
1136,2,855,5541,2466,37.3534
1135,2,856,5541,2466,37.3537
1134,2,857,5541,2466,37.3538
1133,2,858,5541,2466,37.3564
1133,2,857,5542,2466,37.3569
1134,2,857,5542,2465,37.3575
1135,2,857,5542,2464,37.3577
1134,2,858,5542,2464,37.3597
1133,2,859,5542,2464,37.3597
1132,2,860,5542,2464,37.3605
1132,2,859,5543,2464,37.3612
1131,2,860,5543,2464,37.3616
1131,2,859,5544,2464,37.3618
1132,2,859,5544,2463,37.362
1132,2,858,5545,2463,37.3623
1132,2,857,5546,2463,37.3628
1132,2,856,5547,2463,37.363
1131,2,857,5547,2463,37.3638
1131,2,856,5548,2463,37.3705
1130,2,857,5548,2463,37.3763
1131,2,857,5548,2462,37.3777
1130,2,858,5548,2462,37.3778
1130,2,857,5549,2462,37.3804
1129,2,858,5549,2462,37.3809
1130,2,858,5549,2461,37.3818
1129,2,859,5549,2461,37.3821
1128,2,860,5549,2461,37.3838
1129,2,860,5549,2460,37.3843
1129,2,859,5550,2460,37.3851
1128,2,860,5550,2460,37.3852
1128,2,859,5551,2460,37.3852
1128,2,858,5552,2460,37.386
1127,2,859,5552,2460,37.387
1127,2,858,5553,2460,37.3909
1127,2,857,5554,2460,37.391
1127,2,856,5555,2460,37.3922
1128,2,856,5555,2459,37.3927
1128,2,855,5556,2459,37.3927
1128,2,854,5557,2459,37.3946
1128,2,853,5558,2459,37.397
1127,2,854,5558,2459,37.3974
1126,2,855,5558,2459,37.3998
1126,2,854,5559,2459,37.4022
1126,2,853,5560,2459,37.4023
1127,2,853,5560,2458,37.4079
1126,2,854,5560,2458,37.4081
1125,2,855,5560,2458,37.4083
1126,2,855,5560,2457,37.4107
1125,2,856,5560,2457,37.4109
1124,2,857,5560,2457,37.411
1125,2,857,5560,2456,37.4122
1125,2,856,5561,2456,37.4134
1124,2,857,5561,2456,37.4138
1123,2,858,5561,2456,37.4145
1123,2,857,5562,2456,37.4165
1123,2,856,5563,2456,37.422
1123,2,855,5564,2456,37.4227
1123,2,854,5565,2456,37.4242
1123,2,853,5566,2456,37.4255
1123,2,852,5567,2456,37.4266
1123,2,851,5568,2456,37.4287
1123,2,850,5569,2456,37.431
1123,2,849,5570,2456,37.4324
1122,2,850,5570,2456,37.4367
1122,2,849,5571,2456,37.4371
1123,2,849,5571,2455,37.4373
1122,2,850,5571,2455,37.4373
1121,2,851,5571,2455,37.4375
1121,2,850,5572,2455,37.4384
1121,2,849,5573,2455,37.4397
1121,2,848,5574,2455,37.4398
1121,2,847,5575,2455,37.4432
1121,2,846,5576,2455,37.4438
1121,2,845,5577,2455,37.4441
1121,2,844,5578,2455,37.4461
1121,2,843,5579,2455,37.4479
1121,2,842,5580,2455,37.4499
1121,2,841,5581,2455,37.4505
1121,2,840,5582,2455,37.4508
1122,2,840,5582,2454,37.451
1122,2,839,5583,2454,37.4514
1122,2,838,5584,2454,37.453
1123,2,838,5584,2453,37.4562
1123,2,837,5585,2453,37.4568
1122,2,838,5585,2453,37.4584
1121,2,839,5585,2453,37.4585
1120,2,840,5585,2453,37.4621
1121,2,840,5585,2452,37.4625
1121,2,839,5586,2452,37.4628
1121,2,838,5587,2452,37.4629
1120,2,839,5587,2452,37.467
1120,2,838,5588,2452,37.4681
1119,2,839,5588,2452,37.4698
1120,2,839,5588,2451,37.4699
1121,2,839,5588,2450,37.4717
1120,2,840,5588,2450,37.4723
1120,2,839,5589,2450,37.4728
1119,2,840,5589,2450,37.4748
1118,2,841,5589,2450,37.4749
1118,2,840,5590,2450,37.4757
1117,2,841,5590,2450,37.4763
1116,2,842,5590,2450,37.477
1115,2,843,5590,2450,37.4774
1115,2,842,5591,2450,37.4776
1114,2,843,5591,2450,37.4818
1115,2,843,5591,2449,37.4827
1115,2,842,5592,2449,37.49
1114,2,843,5592,2449,37.4948
1115,2,843,5592,2448,37.4954
1116,2,843,5592,2447,37.4957
1116,2,842,5593,2447,37.497
1117,2,842,5593,2446,37.5018
1118,2,842,5593,2445,37.5064
1117,2,843,5593,2445,37.5065
1116,2,844,5593,2445,37.5066
1115,2,845,5593,2445,37.5084
1115,2,844,5594,2445,37.5085
1115,2,843,5595,2445,37.5095
1116,2,843,5595,2444,37.5154
1115,2,844,5595,2444,37.5155
1115,2,843,5596,2444,37.5183
1114,2,844,5596,2444,37.52
1115,2,844,5596,2443,37.5209
1116,2,844,5596,2442,37.5221
1115,2,845,5596,2442,37.5225
1115,2,844,5597,2442,37.523
1114,2,845,5597,2442,37.5243
1115,2,845,5597,2441,37.526
1115,2,844,5598,2441,37.5266
1114,2,845,5598,2441,37.5285
1114,2,844,5599,2441,37.5285
1114,2,843,5600,2441,37.5296
1115,2,843,5600,2440,37.5343
1114,2,844,5600,2440,37.5367
1113,2,845,5600,2440,37.5448
1113,2,844,5601,2440,37.5456
1113,2,843,5602,2440,37.5456
1113,2,842,5603,2440,37.5459
1113,2,841,5604,2440,37.549
1114,2,841,5604,2439,37.5513
1115,2,841,5604,2438,37.5524
1114,2,842,5604,2438,37.5544
1113,2,843,5604,2438,37.5551
1113,2,842,5605,2438,37.5584
1113,2,841,5606,2438,37.5597
1113,2,840,5607,2438,37.5614
1114,2,840,5607,2437,37.5656
1115,2,840,5607,2436,37.567
1116,2,840,5607,2435,37.5696
1115,2,841,5607,2435,37.5719
1115,2,840,5608,2435,37.5727
1114,2,841,5608,2435,37.5735
1115,2,841,5608,2434,37.5743
1116,2,841,5608,2433,37.5752
1116,2,840,5609,2433,37.5783
1117,2,840,5609,2432,37.5787
1116,2,841,5609,2432,37.5792
1115,2,842,5609,2432,37.5802
1115,2,841,5610,2432,37.5808
1115,2,840,5611,2432,37.5841
1115,2,839,5612,2432,37.5844
1115,2,838,5613,2432,37.5867
1114,2,839,5613,2432,37.589
1114,2,838,5614,2432,37.5895
1115,2,838,5614,2431,37.5929
1114,2,839,5614,2431,37.5945
1114,2,838,5615,2431,37.5961
1114,2,837,5616,2431,37.5972
1113,2,838,5616,2431,37.5974
1113,2,837,5617,2431,37.6002
1114,2,837,5617,2430,37.6032
1114,2,836,5618,2430,37.6072
1114,2,835,5619,2430,37.608
1113,2,836,5619,2430,37.6094
1112,2,837,5619,2430,37.6117
1111,2,838,5619,2430,37.6137
1110,2,839,5619,2430,37.6152
1109,2,840,5619,2430,37.6159
1109,2,839,5620,2430,37.6176
1108,2,840,5620,2430,37.6212
1107,2,841,5620,2430,37.6245
1106,2,842,5620,2430,37.6281
1107,2,842,5620,2429,37.6295
1106,2,843,5620,2429,37.631
1105,2,844,5620,2429,37.6316
1104,2,845,5620,2429,37.635
1104,2,844,5621,2429,37.6397
1105,2,844,5621,2428,37.6403
1106,2,844,5621,2427,37.6413
1106,2,843,5622,2427,37.6415
1105,2,844,5622,2427,37.6421
1105,2,843,5623,2427,37.6422
1105,2,842,5624,2427,37.6428
1104,2,843,5624,2427,37.6445
1104,2,842,5625,2427,37.6448
1104,2,841,5626,2427,37.6463
1103,2,842,5626,2427,37.6471
1104,2,842,5626,2426,37.6478
1104,2,841,5627,2426,37.6481
1104,2,840,5628,2426,37.6493
1103,2,841,5628,2426,37.6494
1104,2,841,5628,2425,37.6494
1103,2,842,5628,2425,37.6556
1104,2,842,5628,2424,37.6583
1104,2,841,5629,2424,37.6595
1103,2,842,5629,2424,37.6595
1104,2,842,5629,2423,37.6611
1103,2,843,5629,2423,37.6625
1102,2,844,5629,2423,37.6661
1101,2,845,5629,2423,37.6665
1101,2,844,5630,2423,37.6673
1102,2,844,5630,2422,37.6715
1102,2,843,5631,2422,37.6718
1101,2,844,5631,2422,37.6728
1100,2,845,5631,2422,37.6736
1100,2,844,5632,2422,37.6746
1099,2,845,5632,2422,37.6769
1100,2,845,5632,2421,37.6772
1100,2,844,5633,2421,37.6773
1100,2,843,5634,2421,37.6775
1101,2,843,5634,2420,37.6814
1102,2,843,5634,2419,37.6818
1103,2,843,5634,2418,37.6896
1102,2,844,5634,2418,37.6922
1103,2,844,5634,2417,37.6934
1103,2,843,5635,2417,37.6976
1104,2,843,5635,2416,37.6979
1104,2,842,5636,2416,37.6994
1103,2,843,5636,2416,37.6998
1103,2,842,5637,2416,37.7005
1104,2,842,5637,2415,37.7036
1104,2,841,5638,2415,37.7038
1104,2,840,5639,2415,37.7056
1104,2,839,5640,2415,37.7067
1103,2,840,5640,2415,37.709
1102,2,841,5640,2415,37.7098
1102,2,840,5641,2415,37.7129
1101,2,841,5641,2415,37.717
1101,2,840,5642,2415,37.7178
1101,2,839,5643,2415,37.7179
1101,2,838,5644,2415,37.7188
1100,2,839,5644,2415,37.7192
1100,2,838,5645,2415,37.7221
1101,2,838,5645,2414,37.725
1101,2,837,5646,2414,37.7252
1101,2,836,5647,2414,37.7264
1101,2,835,5648,2414,37.7316
1100,2,836,5648,2414,37.732
1099,2,837,5648,2414,37.7324
1098,2,838,5648,2414,37.7345
1098,2,837,5649,2414,37.7355
1098,2,836,5650,2414,37.7358
1099,2,836,5650,2413,37.7373
1098,2,837,5650,2413,37.7373
1098,2,836,5651,2413,37.7373
1098,2,835,5652,2413,37.7384
1099,2,835,5652,2412,37.7403
1100,2,835,5652,2411,37.7405
1099,2,836,5652,2411,37.742
1099,2,835,5653,2411,37.7432
1098,2,836,5653,2411,37.7454
1097,2,837,5653,2411,37.749
1097,2,836,5654,2411,37.7492
1097,2,835,5655,2411,37.7528
1096,2,836,5655,2411,37.757
1097,2,836,5655,2410,37.7599
1097,2,835,5656,2410,37.7642
1096,2,836,5656,2410,37.7653
1096,2,835,5657,2410,37.7656
1097,2,835,5657,2409,37.7677
1096,2,836,5657,2409,37.768
1096,2,835,5658,2409,37.7716
1095,2,836,5658,2409,37.7737
1094,2,837,5658,2409,37.7781
1094,2,836,5659,2409,37.7815
1094,2,835,5660,2409,37.7826
1094,2,834,5661,2409,37.7828
1095,2,834,5661,2408,37.7838
1096,2,834,5661,2407,37.7839
1096,2,833,5662,2407,37.7866
1096,2,832,5663,2407,37.7888
1096,2,831,5664,2407,37.789
1095,2,832,5664,2407,37.7909
1094,2,833,5664,2407,37.791
1094,2,832,5665,2407,37.7919
1093,2,833,5665,2407,37.795
1093,2,832,5666,2407,37.7973
1094,2,832,5666,2406,37.7974
1095,2,832,5666,2405,37.7988
1096,2,832,5666,2404,37.7992
1097,2,832,5666,2403,37.8003
1098,2,832,5666,2402,37.8028
1099,2,832,5666,2401,37.8091
1098,2,833,5666,2401,37.8096
1097,2,834,5666,2401,37.8097
1097,2,833,5667,2401,37.8111
1097,2,832,5668,2401,37.8112
1097,2,831,5669,2401,37.8113
1098,2,831,5669,2400,37.8114
1097,2,832,5669,2400,37.8189
1097,2,831,5670,2400,37.8196
1098,2,831,5670,2399,37.8205
1098,2,830,5671,2399,37.8209
1097,2,831,5671,2399,37.8224
1097,2,830,5672,2399,37.8251
1097,2,829,5673,2399,37.8289
1096,2,830,5673,2399,37.8332
1096,2,829,5674,2399,37.8341
1095,2,830,5674,2399,37.8341
1096,2,830,5674,2398,37.8343
1097,2,830,5674,2397,37.8345
1096,2,831,5674,2397,37.8348
1096,2,830,5675,2397,37.8351
1097,2,830,5675,2396,37.8404
1097,2,829,5676,2396,37.8432
1097,2,828,5677,2396,37.8461
1097,2,827,5678,2396,37.8465
1097,2,826,5679,2396,37.8465
1098,2,826,5679,2395,37.8505
1097,2,827,5679,2395,37.8506
1097,2,826,5680,2395,37.8514
1098,2,826,5680,2394,37.8544
1097,2,827,5680,2394,37.8545
1098,2,827,5680,2393,37.8552
1099,2,827,5680,2392,37.8583
1100,2,827,5680,2391,37.8599
1099,2,828,5680,2391,37.8602
1100,2,828,5680,2390,37.8657
1101,2,828,5680,2389,37.8663
1100,2,829,5680,2389,37.868
1099,2,830,5680,2389,37.8695
1098,2,831,5680,2389,37.8706
1098,2,830,5681,2389,37.8723
1097,2,831,5681,2389,37.8727
1096,2,832,5681,2389,37.8732
1097,2,832,5681,2388,37.8743
1097,2,831,5682,2388,37.8755
1096,2,832,5682,2388,37.8786
1097,2,832,5682,2387,37.8795
1098,2,832,5682,2386,37.8835
1098,2,831,5683,2386,37.8839
1098,2,830,5684,2386,37.8849
1097,2,831,5684,2386,37.8856
1096,2,832,5684,2386,37.8901
1095,2,833,5684,2386,37.8922
1094,2,834,5684,2386,37.8929
1093,2,835,5684,2386,37.8956
1092,2,836,5684,2386,37.8962
1092,2,835,5685,2386,37.897
1093,2,835,5685,2385,37.8987
1092,2,836,5685,2385,37.8994
1091,2,837,5685,2385,37.9019
1091,2,836,5686,2385,37.9044
1090,2,837,5686,2385,37.9063
1089,2,838,5686,2385,37.9068
1089,2,837,5687,2385,37.9072
1090,2,837,5687,2384,37.9081
1089,2,838,5687,2384,37.9101
1088,2,839,5687,2384,37.9154
1087,2,840,5687,2384,37.9161
1087,2,839,5688,2384,37.9164
1086,2,840,5688,2384,37.9183
1085,2,841,5688,2384,37.9183
1086,2,841,5688,2383,37.9196
1087,2,841,5688,2382,37.9231
1088,2,841,5688,2381,37.9264
1088,2,840,5689,2381,37.9286
1089,2,840,5689,2380,37.9323
1088,2,841,5689,2380,37.9325
1088,2,840,5690,2380,37.9331
1087,2,841,5690,2380,37.9382
1088,2,841,5690,2379,37.9383
1089,2,841,5690,2378,37.9395
1088,2,842,5690,2378,37.9403
1088,2,841,5691,2378,37.941
1088,2,840,5692,2378,37.9429
1088,2,839,5693,2378,37.9442
1088,2,838,5694,2378,37.9444
1088,2,837,5695,2378,37.9449
1087,2,838,5695,2378,37.9453
1087,2,837,5696,2378,37.9454
1087,2,836,5697,2378,37.9464
1086,2,837,5697,2378,37.9467
1085,2,838,5697,2378,37.9474
1084,2,839,5697,2378,37.9498
1083,2,840,5697,2378,37.9503
1084,2,840,5697,2377,37.9525
1084,2,839,5698,2377,37.9526
1084,2,838,5699,2377,37.9555
1084,2,837,5700,2377,37.9571
1083,2,838,5700,2377,37.9594
1083,2,837,5701,2377,37.9598
1083,2,836,5702,2377,37.9606
1082,2,837,5702,2377,37.9629
1081,2,838,5702,2377,37.9642
1080,2,839,5702,2377,37.9644
1079,2,840,5702,2377,37.9669
1080,2,840,5702,2376,37.9671
1080,2,839,5703,2376,37.9691
1079,2,840,5703,2376,37.9703
1080,2,840,5703,2375,37.9711
1081,2,840,5703,2374,37.9716
1080,2,841,5703,2374,37.9719
1079,2,842,5703,2374,37.972
1078,2,843,5703,2374,37.9728
1077,2,844,5703,2374,37.9732
1078,2,844,5703,2373,37.9739
1077,2,845,5703,2373,37.9787
1076,2,846,5703,2373,37.9788
1076,2,845,5704,2373,37.9808
1076,2,844,5705,2373,37.9846
1076,2,843,5706,2373,37.9855
1076,2,842,5707,2373,37.989
1077,2,842,5707,2372,37.9916
1077,2,841,5708,2372,37.9923
1077,2,840,5709,2372,37.9925
1076,2,841,5709,2372,37.9958
1076,2,840,5710,2372,38.0051
1075,2,841,5710,2372,38.0064
1075,2,840,5711,2372,38.0079
1075,2,839,5712,2372,38.0138
1076,2,839,5712,2371,38.0143
1076,2,838,5713,2371,38.0151
1076,2,837,5714,2371,38.0164
1076,2,836,5715,2371,38.0165
1075,2,837,5715,2371,38.018
1074,2,838,5715,2371,38.0191
1075,2,838,5715,2370,38.0197
1075,2,837,5716,2370,38.0251
1074,2,838,5716,2370,38.0256
1073,2,839,5716,2370,38.0265
1072,2,840,5716,2370,38.0279
1072,2,839,5717,2370,38.0281
1073,2,839,5717,2369,38.0283
1073,2,838,5718,2369,38.0309
1072,2,839,5718,2369,38.0318
1071,2,840,5718,2369,38.0376
1072,2,840,5718,2368,38.0381
1071,2,841,5718,2368,38.0403
1071,2,840,5719,2368,38.0403
1070,2,841,5719,2368,38.0426
1069,2,842,5719,2368,38.0436
1069,2,841,5720,2368,38.0437
1069,2,840,5721,2368,38.0464
1069,2,839,5722,2368,38.0466
1069,2,838,5723,2368,38.0472
1070,2,838,5723,2367,38.0488
1069,2,839,5723,2367,38.0526
1068,2,840,5723,2367,38.0534
1069,2,840,5723,2366,38.0549
1068,2,841,5723,2366,38.055
1068,2,840,5724,2366,38.0557
1069,2,840,5724,2365,38.0584
1070,2,840,5724,2364,38.0589
1071,2,840,5724,2363,38.059
1071,2,839,5725,2363,38.06
1071,2,838,5726,2363,38.0615
1071,2,837,5727,2363,38.0618
1071,2,836,5728,2363,38.0619
1071,2,835,5729,2363,38.0625
1072,2,835,5729,2362,38.0652
1073,2,835,5729,2361,38.0655
1073,2,834,5730,2361,38.0658
1074,2,834,5730,2360,38.0661
1073,2,835,5730,2360,38.0664
1072,2,836,5730,2360,38.068
1071,2,837,5730,2360,38.0696
1070,2,838,5730,2360,38.0769
1069,2,839,5730,2360,38.0797
1070,2,839,5730,2359,38.0799
1070,2,838,5731,2359,38.0803
1070,2,837,5732,2359,38.0813
1071,2,837,5732,2358,38.0859
1070,2,838,5732,2358,38.089
1070,2,837,5733,2358,38.0931
1070,2,836,5734,2358,38.0952
1071,2,836,5734,2357,38.0996
1071,2,835,5735,2357,38.1005
1070,2,836,5735,2357,38.1027
1071,2,836,5735,2356,38.1064
1071,2,835,5736,2356,38.1093
1071,2,834,5737,2356,38.1097
1072,2,834,5737,2355,38.1106
1071,2,835,5737,2355,38.1111
1070,2,836,5737,2355,38.1117
1070,2,835,5738,2355,38.114
1070,2,834,5739,2355,38.114
1069,2,835,5739,2355,38.1142
1069,2,834,5740,2355,38.116
1070,2,834,5740,2354,38.12
1070,2,833,5741,2354,38.1208
1069,2,834,5741,2354,38.1218
1068,2,835,5741,2354,38.1219
1068,2,834,5742,2354,38.1233
1068,2,833,5743,2354,38.1233
1069,2,833,5743,2353,38.1273
1069,2,832,5744,2353,38.1278
1068,2,833,5744,2353,38.128
1067,2,834,5744,2353,38.1302
1066,2,835,5744,2353,38.1315
1065,2,836,5744,2353,38.1338
1064,2,837,5744,2353,38.1338
1063,2,838,5744,2353,38.1369
1062,2,839,5744,2353,38.1399
1062,2,838,5745,2353,38.1409
1063,2,838,5745,2352,38.1426
1063,2,837,5746,2352,38.1458
1063,2,836,5747,2352,38.1466
1064,2,836,5747,2351,38.1496
1063,2,837,5747,2351,38.1497
1063,2,836,5748,2351,38.1507
1064,2,836,5748,2350,38.1518
1064,2,835,5749,2350,38.1543
1065,2,835,5749,2349,38.1545
1064,2,836,5749,2349,38.1552
1065,2,836,5749,2348,38.1557
1064,2,837,5749,2348,38.1567
1063,2,838,5749,2348,38.1582
1062,2,839,5749,2348,38.1592
1061,2,840,5749,2348,38.1605
1060,2,841,5749,2348,38.1613
1060,2,840,5750,2348,38.1629
1059,2,841,5750,2348,38.1639
1059,2,840,5751,2348,38.164
1060,2,840,5751,2347,38.1644
1060,2,839,5752,2347,38.1721
1059,2,840,5752,2347,38.1755
1060,2,840,5752,2346,38.176
1060,2,839,5753,2346,38.1779
1060,2,838,5754,2346,38.1793
1060,2,837,5755,2346,38.1823
1060,2,836,5756,2346,38.183
1059,2,837,5756,2346,38.1861
1059,2,836,5757,2346,38.1873
1059,2,835,5758,2346,38.1879
1059,2,834,5759,2346,38.1886
1060,2,834,5759,2345,38.1894
1060,2,833,5760,2345,38.1896
1060,2,832,5761,2345,38.191
1059,2,833,5761,2345,38.1921
1059,2,832,5762,2345,38.1931
1059,2,831,5763,2345,38.1938
1060,2,831,5763,2344,38.1999
1060,2,830,5764,2344,38.2018
1060,2,829,5765,2344,38.2044
1061,2,829,5765,2343,38.2048
1061,2,828,5766,2343,38.2056
1062,2,828,5766,2342,38.212
1062,2,827,5767,2342,38.2121
1062,2,826,5768,2342,38.2136
1061,2,827,5768,2342,38.2157
1060,2,828,5768,2342,38.2158
1059,2,829,5768,2342,38.2163
1059,2,828,5769,2342,38.2165
1060,2,828,5769,2341,38.2171
1060,2,827,5770,2341,38.2178
1059,2,828,5770,2341,38.2189
1059,2,827,5771,2341,38.2199
1059,2,826,5772,2341,38.222
1058,2,827,5772,2341,38.2293
1057,2,828,5772,2341,38.2306
1058,2,828,5772,2340,38.2315
1058,2,827,5773,2340,38.2315
1057,2,828,5773,2340,38.2318
1056,2,829,5773,2340,38.2421
1055,2,830,5773,2340,38.2428
1056,2,830,5773,2339,38.2445
1055,2,831,5773,2339,38.2466
1056,2,831,5773,2338,38.2494
1055,2,832,5773,2338,38.2522
1056,2,832,5773,2337,38.2524
1056,2,831,5774,2337,38.2537
1056,2,830,5775,2337,38.2548
1056,2,829,5776,2337,38.2559
1055,2,830,5776,2337,38.2565
1055,2,829,5777,2337,38.2593
1056,2,829,5777,2336,38.26
1055,2,830,5777,2336,38.2604
1056,2,830,5777,2335,38.2613
1056,2,829,5778,2335,38.2617
1055,2,830,5778,2335,38.2642
1055,2,829,5779,2335,38.2656
1054,2,830,5779,2335,38.2657
1053,2,831,5779,2335,38.2659
1052,2,832,5779,2335,38.2696
1051,2,833,5779,2335,38.2735
1051,2,832,5780,2335,38.2743
1052,2,832,5780,2334,38.2758
1052,2,831,5781,2334,38.2784
1052,2,830,5782,2334,38.2818
1051,2,831,5782,2334,38.2828
1050,2,832,5782,2334,38.2854
1050,2,831,5783,2334,38.287
1051,2,831,5783,2333,38.2911
1052,2,831,5783,2332,38.2916
1051,2,832,5783,2332,38.2923
1050,2,833,5783,2332,38.2932
1050,2,832,5784,2332,38.2958
1049,2,833,5784,2332,38.2971
1049,2,832,5785,2332,38.2977
1048,2,833,5785,2332,38.2979
1048,2,832,5786,2332,38.2981
1048,2,831,5787,2332,38.2984
1047,2,832,5787,2332,38.2999
1046,2,833,5787,2332,38.3003
1045,2,834,5787,2332,38.3049
1044,2,835,5787,2332,38.3061
1044,2,834,5788,2332,38.3067
1045,2,834,5788,2331,38.3113
1046,2,834,5788,2330,38.3123
1045,2,835,5788,2330,38.3158
1046,2,835,5788,2329,38.3174
1045,2,836,5788,2329,38.3175
1044,2,837,5788,2329,38.3205
1044,2,836,5789,2329,38.3206
1045,2,836,5789,2328,38.3251
1046,2,836,5789,2327,38.3262
1047,2,836,5789,2326,38.327
1048,2,836,5789,2325,38.3285
1049,2,836,5789,2324,38.3304
1048,2,837,5789,2324,38.3362
1047,2,838,5789,2324,38.3365
1048,2,838,5789,2323,38.3374
1047,2,839,5789,2323,38.3389
1046,2,840,5789,2323,38.3391
1047,2,840,5789,2322,38.3392
1047,2,839,5790,2322,38.3403
1047,2,838,5791,2322,38.3413
1048,2,838,5791,2321,38.3413
1048,2,837,5792,2321,38.3443
1047,2,838,5792,2321,38.3443
1047,2,837,5793,2321,38.3454
1047,2,836,5794,2321,38.3455
1047,2,835,5795,2321,38.346
1047,2,834,5796,2321,38.3465
1048,2,834,5796,2320,38.3506
1048,2,833,5797,2320,38.3533
1047,2,834,5797,2320,38.3541
1047,2,833,5798,2320,38.3548
1047,2,832,5799,2320,38.3556
1048,2,832,5799,2319,38.3567
1048,2,831,5800,2319,38.357
1049,2,831,5800,2318,38.3593
1050,2,831,5800,2317,38.3598
1050,2,830,5801,2317,38.3599
1051,2,830,5801,2316,38.3622
1051,2,829,5802,2316,38.3622
1051,2,828,5803,2316,38.3625
1051,2,827,5804,2316,38.3634
1050,2,828,5804,2316,38.3644
1050,2,827,5805,2316,38.3655
1050,2,826,5806,2316,38.3671
1050,2,825,5807,2316,38.3679
1050,2,824,5808,2316,38.369
1051,2,824,5808,2315,38.3694
1052,2,824,5808,2314,38.3701
1052,2,823,5809,2314,38.3721
1053,2,823,5809,2313,38.3746
1054,2,823,5809,2312,38.3758
1054,2,822,5810,2312,38.3762
1053,2,823,5810,2312,38.3768
1053,2,822,5811,2312,38.378
1054,2,822,5811,2311,38.3795
1053,2,823,5811,2311,38.3797
1054,2,823,5811,2310,38.3805
1054,2,822,5812,2310,38.3842
1055,2,822,5812,2309,38.3862
1055,2,821,5813,2309,38.3869
1056,2,821,5813,2308,38.3873
1056,2,820,5814,2308,38.3885
1056,2,819,5815,2308,38.3893
1056,2,818,5816,2308,38.3897
1057,2,818,5816,2307,38.3914
1058,2,818,5816,2306,38.3929
1058,2,817,5817,2306,38.393
1058,2,816,5818,2306,38.3945
1058,2,815,5819,2306,38.3972
1058,2,814,5820,2306,38.3989
1058,2,813,5821,2306,38.401
1058,2,812,5822,2306,38.4026
1058,2,811,5823,2306,38.4027
1058,2,810,5824,2306,38.403
1059,2,810,5824,2305,38.4058
1059,2,809,5825,2305,38.4058
1058,2,810,5825,2305,38.4086
1058,2,809,5826,2305,38.4126
1058,2,808,5827,2305,38.4169
1058,2,807,5828,2305,38.4174
1058,2,806,5829,2305,38.4192
1058,2,805,5830,2305,38.4193
1058,2,804,5831,2305,38.4226
1058,2,803,5832,2305,38.4229
1058,2,802,5833,2305,38.4231
1059,2,802,5833,2304,38.4285
1059,2,801,5834,2304,38.4292
1060,2,801,5834,2303,38.4295
1061,2,801,5834,2302,38.4308
1061,2,800,5835,2302,38.4348
1061,2,799,5836,2302,38.4356
1061,2,798,5837,2302,38.439
1061,2,797,5838,2302,38.4406
1061,2,796,5839,2302,38.4441
1061,2,795,5840,2302,38.4446
1061,2,794,5841,2302,38.4466
1061,2,793,5842,2302,38.4517
1060,2,794,5842,2302,38.453
1060,2,793,5843,2302,38.4531
1059,2,794,5843,2302,38.454
1058,2,795,5843,2302,38.4544
1058,2,794,5844,2302,38.4553
1059,2,794,5844,2301,38.4625
1060,2,794,5844,2300,38.4627
1060,2,793,5845,2300,38.4651
1060,2,792,5846,2300,38.4661
1060,2,791,5847,2300,38.4743
